2022-04-06 02:27:05.131578,0.02117261104285717,0.13252554833889008,34.260902404785156,inf,0.04176739230751991,inf,10,10,1,0.001,data_collection/pickled_datasets/min-max_Normalized_ITC_2017-01_full_w10_t20_p10_n10_o.pkl,data_collection/pickled_datasets/min-max_Normalized_ITC_2021-05_full_w10_t20_p10_n10_o.pkl
2022-04-06 02:29:20.253742,0.06730660051107407,0.25319957733154297,74.1460952758789,inf,0.12029322236776352,inf,10,10,2,0.001,data_collection/pickled_datasets/min-max_Normalized_ITC_2017-01_full_w10_t20_p10_n10_o.pkl,data_collection/pickled_datasets/min-max_Normalized_ITC_2021-05_full_w10_t20_p10_n10_o.pkl
2022-04-06 02:39:56.421228,0.1288958638906479,0.26584967970848083,97.1417465209961,inf,0.06390543282032013,inf,10,10,1,0.001,0.14007753610465154,0.6485190555940571,0.32617752989829424,0.12930187616501249,data_collection/pickled_datasets/min-max_Normalized_ITC_2017-01_full_w10_t20_p10_n10_o.pkl,data_collection/pickled_datasets/min-max_Normalized_ITC_2021-05_full_w10_t20_p10_n10_o.pkl
