Date,Ticker,ADANIENT.NS,IDEA.BO,NTCIND.BO,RCOM.BO,TCS.NS
2021-06-17,Adj Close,1366.792724609375,9.430000305175781,63.599998474121094,4.420000076293945,3310.525390625
2021-06-17,Close,1367.699951171875,9.430000305175781,63.599998474121094,4.420000076293945,3317.75
2021-06-17,High,1436.0,9.770000457763672,67.6500015258789,4.420000076293945,3336.050048828125
2021-06-17,Low,1303.5,9.390000343322754,63.20000076293945,4.260000228881836,3260.0
2021-06-17,Open,1380.0,9.5,67.6500015258789,4.349999904632568,3265.5
2021-06-17,Volume,27926070.0,49386563.0,7917.0,36060777.0,2273413.0
2021-06-18,Adj Close,1486.5133056640625,10.359999656677246,62.400001525878906,4.639999866485596,3290.119873046875
2021-06-18,Close,1487.5,10.359999656677246,62.400001525878906,4.639999866485596,3297.300048828125
2021-06-18,High,1504.0,10.489999771118164,66.3499984741211,4.639999866485596,3358.0
2021-06-18,Low,1332.550048828125,9.050000190734863,61.29999923706055,4.199999809265137,3275.0
2021-06-18,Open,1350.0,9.510000228881836,66.3499984741211,4.639999866485596,3350.89990234375
2021-06-18,Volume,30526777.0,147009143.0,5382.0,102364736.0,3380431.0
2021-06-21,Adj Close,1538.978515625,10.170000076293945,63.349998474121094,4.869999885559082,3265.97265625
2021-06-21,Close,1540.0,10.170000076293945,63.349998474121094,4.869999885559082,3273.10009765625
2021-06-21,High,1582.0,10.550000190734863,64.4000015258789,4.869999885559082,3286.0
2021-06-21,Low,1444.8499755859375,10.010000228881836,60.5,4.510000228881836,3251.699951171875
2021-06-21,Open,1490.0,10.399999618530273,64.4000015258789,4.510000228881836,3265.0
2021-06-21,Volume,21101083.0,86089647.0,1898.0,31069796.0,1130569.0
2021-06-22,Adj Close,1540.577392578125,10.0,64.44999694824219,5.110000133514404,3294.01123046875
2021-06-22,Close,1541.5999755859375,10.0,64.44999694824219,5.110000133514404,3301.199951171875
2021-06-22,High,1582.0,10.300000190734863,65.19999694824219,5.110000133514404,3327.050048828125
2021-06-22,Low,1531.800048828125,9.899999618530273,62.29999923706055,4.949999809265137,3285.0
2021-06-22,Open,1554.050048828125,10.220000267028809,65.19999694824219,5.110000133514404,3304.0
2021-06-22,Volume,12069983.0,74098603.0,4584.0,15257851.0,1708688.0
2021-06-23,Adj Close,1503.7518310546875,9.930000305175781,67.1500015258789,5.269999980926514,3254.2978515625
2021-06-23,Close,1504.75,9.930000305175781,67.1500015258789,5.269999980926514,3261.39990234375
2021-06-23,High,1569.949951171875,10.130000114440918,68.9000015258789,5.360000133514404,3329.0
2021-06-23,Low,1481.300048828125,9.880000114440918,63.0,4.900000095367432,3256.39990234375
2021-06-23,Open,1560.0999755859375,10.069999694824219,66.0,5.360000133514404,3329.0
2021-06-23,Volume,12679703.0,54386766.0,33789.0,120241455.0,1467104.0
2021-06-24,Adj Close,1507.4993896484375,9.569999694824219,66.1500015258789,5.010000228881836,3366.253662109375
2021-06-24,Close,1508.5,9.569999694824219,66.1500015258789,5.010000228881836,3373.60009765625
2021-06-24,High,1519.0,10.100000381469727,69.8499984741211,5.489999771118164,3383.0
2021-06-24,Low,1488.050048828125,9.5,65.80000305175781,5.010000228881836,3278.5
2021-06-24,Open,1509.949951171875,10.029999732971191,69.8499984741211,5.010000228881836,3284.0
2021-06-24,Volume,7261764.0,134096779.0,9378.0,28543429.0,4155204.0
2021-06-25,Adj Close,1518.4420166015625,10.59000015258789,66.3499984741211,4.760000228881836,3373.43798828125
2021-06-25,Close,1519.449951171875,10.59000015258789,66.3499984741211,4.760000228881836,3380.800048828125
2021-06-25,High,1534.0,10.829999923706055,67.9000015258789,4.760000228881836,3399.64990234375
2021-06-25,Low,1501.0,9.640000343322754,65.3499984741211,4.760000228881836,3350.0
2021-06-25,Open,1525.0,9.670000076293945,66.0999984741211,4.760000228881836,3375.25
2021-06-25,Volume,4962963.0,167487671.0,28279.0,1050403.0,2722861.0
2021-06-28,Adj Close,1524.7379150390625,10.5,66.44999694824219,4.53000020980835,3329.48388671875
2021-06-28,Close,1525.75,10.5,66.44999694824219,4.53000020980835,3336.75
2021-06-28,High,1565.0,10.979999542236328,67.8499984741211,4.53000020980835,3391.5
2021-06-28,Low,1518.199951171875,10.369999885559082,65.0,4.53000020980835,3333.0
2021-06-28,Open,1524.9000244140625,10.979999542236328,67.8499984741211,4.53000020980835,3391.5
2021-06-28,Volume,6178022.0,61103925.0,4465.0,920170.0,1355238.0
2021-06-29,Adj Close,1522.5394287109375,10.09000015258789,68.30000305175781,4.309999942779541,3333.5751953125
2021-06-29,Close,1523.550048828125,10.09000015258789,68.30000305175781,4.309999942779541,3340.85009765625
2021-06-29,High,1548.699951171875,10.649999618530273,68.5999984741211,4.630000114440918,3366.300048828125
2021-06-29,Low,1513.0,10.0,64.19999694824219,4.309999942779541,3326.5
2021-06-29,Open,1526.0,10.479999542236328,67.5999984741211,4.309999942779541,3342.0
2021-06-29,Volume,5551918.0,65674070.0,35725.0,107681681.0,1497322.0
2021-06-30,Adj Close,1506.550048828125,9.949999809265137,64.3499984741211,4.099999904632568,3338.46435546875
2021-06-30,Close,1507.550048828125,9.949999809265137,64.3499984741211,4.099999904632568,3345.75
2021-06-30,High,1539.0,10.300000190734863,66.94999694824219,4.400000095367432,3382.0
2021-06-30,Low,1502.699951171875,9.890000343322754,61.04999923706055,4.099999904632568,3338.5
2021-06-30,Open,1539.0,10.119999885559082,64.0,4.150000095367432,3346.0
2021-06-30,Volume,3256147.0,54541304.0,48475.0,32883963.0,1693146.0
2021-07-01,Adj Close,1490.25,9.069999694824219,65.94999694824219,3.9000000953674316,3334.2236328125
2021-07-01,Close,1490.25,9.069999694824219,65.94999694824219,3.9000000953674316,3341.5
2021-07-01,High,1522.550048828125,9.4399995803833,66.5,3.9000000953674316,3362.0
2021-07-01,Low,1482.9000244140625,8.460000038146973,64.5,3.9000000953674316,3332.35009765625
2021-07-01,Open,1509.550048828125,8.960000038146973,66.4000015258789,3.9000000953674316,3358.0
