time,model,comment,mean_squared_error,mean_absolute_percentage_error,r2_score
2022-05-06 15:32:33.488802,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1,250.33385067959648,0.01570910590994839,0.974158420676306
2022-05-06 15:35:16.553494,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1,8.88274896697679,0.02419278572695228,0.9882970016201303
2022-05-06 15:37:56.380940,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1,3378.91182239169,0.013720669401678492,0.981347558454917
2022-05-06 15:40:38.157552,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1,1201.8067481471107,0.021535843055411123,0.9937190819526828
2022-05-06 15:43:20.747472,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1,202.9173410492231,0.020092138071767955,0.9872696465164285
2022-05-06 15:46:07.326590,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1,122109.49738054533,0.016046025636710103,0.9913318900952521
2022-05-06 15:49:01.775361,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1,2989.5261587470527,0.017851095692829572,0.9863779561113071
2022-05-06 15:51:51.489039,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1,17.263791654874044,0.015365015533351761,0.9853686298515064
2022-05-06 15:54:43.073778,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1,3564.581277603966,0.015114773238885566,0.9864046121226183
2022-05-06 15:57:34.909331,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1,1744496.8048431575,0.014082986489711163,0.9799611663798091
2022-05-06 16:00:34.639288,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1M&M.NS_2017-01-01_full_wl10_tr120_ts1,236.08104756526706,0.017100129831945022,0.9863422832720272
2022-05-06 16:03:32.003042,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1M&M.NS_2017-01-01_full_wl10_tr120_ts1MARUTI.NS_2017-01-01_full_wl10_tr120_ts1,24376.39780484909,0.015796021196190838,0.979490561333392
2022-05-06 16:06:38.160198,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1M&M.NS_2017-01-01_full_wl10_tr120_ts1MARUTI.NS_2017-01-01_full_wl10_tr120_ts1TVSMOTOR.NS_2017-01-01_full_wl10_tr120_ts1,161.82991079357595,0.018867655874388187,0.9851735193594032
2022-05-06 16:10:43.230317,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1M&M.NS_2017-01-01_full_wl10_tr120_ts1MARUTI.NS_2017-01-01_full_wl10_tr120_ts1TVSMOTOR.NS_2017-01-01_full_wl10_tr120_ts1TATAMOTORS.NS_2017-01-01_full_wl10_tr120_ts1,81.35230060229705,0.0278395328203221,0.9946289725888098
2022-05-06 16:14:13.596512,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",wavelet_AMARAJABAT.NS_2017-01-01_full_wl10_tr120_ts1ASHOKLEY.NS_2017-01-01_full_wl10_tr120_ts1BAJAJ-AUTO.NS_2017-01-01_full_wl10_tr120_ts1BALKRISIND.NS_2017-01-01_full_wl10_tr120_ts1BHARATFORG.NS_2017-01-01_full_wl10_tr120_ts1BOSCHLTD.NS_2017-01-01_full_wl10_tr120_ts1EICHERMOT.NS_2017-01-01_full_wl10_tr120_ts1EXIDEIND.NS_2017-01-01_full_wl10_tr120_ts1HEROMOTOCO.NS_2017-01-01_full_wl10_tr120_ts1MRF.NS_2017-01-01_full_wl10_tr120_ts1M&M.NS_2017-01-01_full_wl10_tr120_ts1MARUTI.NS_2017-01-01_full_wl10_tr120_ts1TVSMOTOR.NS_2017-01-01_full_wl10_tr120_ts1TATAMOTORS.NS_2017-01-01_full_wl10_tr120_ts1TIINDIA.NS_2017-01-01_full_wl10_tr120_ts1,562.6488082474611,0.02709125538496727,0.9945867536059629
