time,model,comment,mean_squared_error,mean_absolute_percentage_error,r2_score
2022-05-05 18:24:20.380047,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1,66983.07427604648,0.01624577689251448,0.9971264884061722
2022-05-05 19:18:07.258320,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1,261.61267361810866,0.016872749777016947,0.9925870620767988
2022-05-05 20:08:24.805861,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1,2014.1119216796947,0.0139439448779158,0.992013667662461
2022-05-05 21:00:39.344750,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1,314.30003070401114,0.019336318144682733,0.9844463869245011
2022-05-05 21:54:03.270605,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1,58.452347168222836,0.019487419050179214,0.9914482550824989
2022-05-05 22:45:18.120869,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1CADILAHC.NS_2017-01-01_full_wl10_tr120_ts1,70.9451317672204,0.016333674279667275,0.9933243219327783
2022-05-05 23:38:37.992119,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1CADILAHC.NS_2017-01-01_full_wl10_tr120_ts1CIPLA.NS_2017-01-01_full_wl10_tr120_ts1,166.97966656433516,0.015243575271319186,0.9915955189311537
2022-05-06 00:30:17.545409,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1CADILAHC.NS_2017-01-01_full_wl10_tr120_ts1CIPLA.NS_2017-01-01_full_wl10_tr120_ts1DIVISLAB.NS_2017-01-01_full_wl10_tr120_ts1,3066.2445111402726,0.019976697366721877,0.9978234260633004
2022-05-06 01:22:50.820269,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1CADILAHC.NS_2017-01-01_full_wl10_tr120_ts1CIPLA.NS_2017-01-01_full_wl10_tr120_ts1DIVISLAB.NS_2017-01-01_full_wl10_tr120_ts1DRREDDY.NS_2017-01-01_full_wl10_tr120_ts1,4820.841681381775,0.015257857742763852,0.9957265809192716
2022-05-06 01:31:32.815936,"Pipeline(steps=[('robustscaler', RobustScaler()),
                ('randomforestregressor', RandomForestRegressor())])",ta_ABBOTINDIA.NS_2017-01-01_full_wl10_tr120_ts1APLLTD.NS_2017-01-01_full_wl10_tr120_ts1ALKEM.NS_2017-01-01_full_wl10_tr120_ts1AUROPHARMA.NS_2017-01-01_full_wl10_tr120_ts1BIOCON.NS_2017-01-01_full_wl10_tr120_ts1CADILAHC.NS_2017-01-01_full_wl10_tr120_ts1CIPLA.NS_2017-01-01_full_wl10_tr120_ts1DIVISLAB.NS_2017-01-01_full_wl10_tr120_ts1DRREDDY.NS_2017-01-01_full_wl10_tr120_ts1GLAND.NS_2017-01-01_full_wl10_tr120_ts1,7272.187805123307,0.02339189091087143,0.9834003002097816
