,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1,"frozenset({'TCS.NS_up', 'HCLTECH.NS_up', 'COFORGE.NS_up', 'WIPRO.NS_up', 'MPHASIS.NS_up', 'MINDTREE.NS_up', 'TECHM.NS_up'})",frozenset({'INFY.NS_up'}),0.04351121892055791,0.510157671315949,0.03941782898726501,0.9059233449477352,1.7757712877489633,0.017220246866634724,5.206842530826764
2,"frozenset({'TCS.NS_down', 'HCLTECH.NS_down', 'WIPRO.NS_down', 'MINDTREE.NS_down', 'COFORGE.NS_down', 'TECHM.NS_down', 'MPHASIS.NS_down'})",frozenset({'INFY.NS_down'}),0.039721043056397815,0.46922377198302,0.03593086719223772,0.9045801526717557,1.9278225160009372,0.01729280954221479,5.56253486961795
0,"frozenset({'TCS.NS_down', 'HCLTECH.NS_down', 'WIPRO.NS_down', 'MINDTREE.NS_down', 'COFORGE.NS_down', 'TECHM.NS_down'})",frozenset({'INFY.NS_down'}),0.05215281989084294,0.46922377198302,0.047149787750151606,0.9040697674418604,1.9267347935529924,0.022678444881419207,5.53294007387397
